952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
ST024447,Millman/ Halkias,Integrated Electronics,,McGraw Hill,2004,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,285,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024448,Millman/ Halkias,Integrated Electronics,,McGraw Hill,2004,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,285,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024449,Chakrabarti A.,Power System Engineering,,Dhanpat Rai,2004,1015,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,250,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024450,Chakrabarti A.,Power System Engineering,,Dhanpat Rai,2004,1015,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,250,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024451,Chakrabarti A.,Power System Engineering,,Dhanpat Rai,2004,1015,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,250,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024452,Gaonkar R.,Microprocessor Architecture Programming  and Application  With The 8085,,Penram,1999,820,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,310,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024453,Gaonkar R.,Microprocessor Architecture Programming  and Application  With The 8086,,Penram,1999,820,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,310,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024454,Gaonkar R.,Microprocessor Architecture Programming  and Application  With The 8087,,Penram,1999,820,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,310,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024455,Gaonkar R.,Microprocessor Architecture Programming  and Application  With The 8088,,Penram,1999,820,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,310,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024456,Gaonkar R.,Microprocessor Architecture Programming  and Application  With The 8089,,Penram,1999,820,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,310,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024457,Wadhwa C.L.,Electrical Power Systems,,Newage,2004,842,621.3,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,325,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024458,Wadhwa C.L.,Electrical Power Systems,,Newage,2004,842,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,325,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024459,Wadhwa C.L.,Electrical Power Systems,,Newage,2004,842,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,325,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024460,Wadhwa C.L.,Electrical Power Systems,,Newage,2004,842,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,325,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024461,Wadhwa C.L.,Electrical Power Systems,,Newage,2004,842,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,325,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024462,Nagrath/ Gopal,Control System Engineering,,Newage,2004,826,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024463,Nagrath/ Gopal,Control System Engineering,,Newage,2004,826,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024464,Nagrath/ Gopal,Control System Engineering,,Newage,2004,826,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024465,Nagrath/ Gopal,Control System Engineering,,Newage,2004,826,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024466,Nagrath/ Gopal,Control System Engineering,,Newage,2004,826,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024467,Nise N.S.,Control System Engineering,,J.Willey,2003,983,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,427,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024468,Nise N.S.,Control System Engineering,,J.Willey,2003,983,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,427,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024469,Nise N.S.,Control System Engineering,,J.Willey,2003,983,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,427,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024470,Nise N.S.,Control System Engineering,,J.Willey,2003,983,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,427,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024471,Nise N.S.,Control System Engineering,,J.Willey,2003,983,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,427,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024472,Bimbhra P.S.,Generalized Theory Electrical Machine,,Khanna Publisher,2004,1151,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,180,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024473,Bimbhra P.S.,Generalized Theory Electrical Machine,,Khanna Publisher,2004,1151,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,180,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024474,Bimbhra P.S.,Generalized Theory Electrical Machine,,Khanna Publisher,2004,1151,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,180,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024475,Johnson C.P.,Process Control Instrumentation Technology,,Pearson Education,2005,694,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024476,Johnson C.P.,Process Control Instrumentation Technology,,Pearson Education,2005,694,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024477,Johnson C.P.,Process Control Instrumentation Technology,,Pearson Education,2005,694,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024478,Johnson C.P.,Process Control Instrumentation Technology,,Pearson Education,2005,694,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024479,Johnson C.P.,Process Control Instrumentation Technology,,Pearson Education,2005,694,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024480,Johnson C.P.,Process Control Instrumentation Technology,,Pearson Education,2005,694,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,275,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024481,Theraja B.L.,Electrical Technology-II,Vol-II,S.Chand,2005,1568,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,270,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024482,Theraja B.L.,Electrical Technology-II,Vol-II,S.Chand,2005,1568,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,270,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024483,Theraja B.L.,Electrical Technology-II,Vol-II,S.Chand,2005,1568,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,270,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024484,Theraja B.L.,Electrical Technology-II,Vol-II,S.Chand,2005,1568,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,270,INR,2/22/2005,470,BK,General Section,NFIC,U.B.D,
ST024485,Stalling W.,ISDN & Broadband ISDN With Frame Relay And ATM,,Pearson Education,2004,542,'004,eng,STSCGRANT,STSCGRANT,Electrical Engineering,295,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024486,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2005,576,'004,eng,STSCGRANT,STSCGRANT,Computer Science,350,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024487,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2005,576,'004,eng,STSCGRANT,STSCGRANT,Computer Science,350,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024488,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2005,576,'004,eng,STSCGRANT,STSCGRANT,Computer Science,350,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024489,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2005,576,'004,eng,STSCGRANT,STSCGRANT,Computer Science,350,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024490,Stevens W.R.,TCP/IP Illustrated Vol-I The Protocols,Vol-I,Pearson Education,2005,576,'004,eng,STSCGRANT,STSCGRANT,Computer Science,350,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024491,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024492,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024493,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024494,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024495,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024496,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024497,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024498,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024499,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024500,Skolnik M.J.,Introduction to Radar System,,McGraw Hill,2004,772,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,285,INR,2/26/2005,2482,BK,General Section,NFIC,U.B.D,
ST024501,Bimbhra P.S.,Power Electronics,,Khanna Publisher,2005,583,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,160,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024502,Bimbhra P.S.,Power Electronics,,Khanna Publisher,2005,583,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,160,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024503,Bimbhra P.S.,Power Electronics,,Khanna Publisher,2005,583,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,160,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024504,Bimbhra P.S.,Power Electronics,,Khanna Publisher,2005,583,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,160,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024505,Bimbhra P.S.,Power Electronics,,Khanna Publisher,2005,583,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,160,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024506,Bimbhra P.S.,Generalized Theory Electrical Machine,,Khanna Publisher,2004,1151,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,180,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024507,Bimbhra P.S.,Generalized Theory Electrical Machine,,Khanna Publisher,2004,1151,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,180,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024508,Rao S.S.,Switchgear Protection & Power System,,Khanna Publisher,2003,1691,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024509,Rao S.S.,Switchgear Protection & Power System,,Khanna Publisher,2003,1691,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024510,Roy Choudhary,Network And Systems,,Newage,2005,926,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,260,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024511,Roy Choudhary,Network And Systems,,Newage,2005,926,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,260,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024512,Lathi B.P.,Modern Digital And Analog Communication System,,Oxford,1998,781,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,299,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024513,Lathi B.P.,Modern Digital And Analog Communication System,,Oxford,1998,781,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,299,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024514,Lathi B.P.,Modern Digital And Analog Communication System,,Oxford,1998,781,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,299,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024515,Lathi B.P.,Modern Digital And Analog Communication System,,Oxford,1998,781,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,299,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024516,Lathi B.P.,Modern Digital And Analog Communication System,,Oxford,1998,781,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,299,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024517,Gupta J.B.,Electronics And Electrical Measurement & Instrumentation,,S K Kataria,2005,1205,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,300,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024518,Gupta J.B.,Electronics And Electrical Measurement & Instrumentation,,S K Kataria,2005,1205,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,300,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024519,Gupta J.B.,Electronics And Electrical Measurement & Instrumentation,,S K Kataria,2005,1205,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,300,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024520,Gupta J.B.,Electronics And Electrical Measurement & Instrumentation,,S K Kataria,2005,1205,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,300,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024521,Gupta J.B.,Electronics And Electrical Measurement & Instrumentation,,S K Kataria,2005,1205,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,300,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024522,Sawhney A.K.,Electrical Machine Design,,Dhanpat Rai,2005,919,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,230,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024523,Sawhney A.K.,Electrical Machine Design,,Dhanpat Rai,2005,919,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,230,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024524,Arora/ Domkundwar,Power Plant Engineering,,Dhanpat Rai,2004,,620.1,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024525,Arora/ Domkundwar,Power Plant Engineering,,Dhanpat Rai,2004,,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,250,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024526,Arora/ Domkundwar,Power Plant Engineering,,Dhanpat Rai,2004,,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,250,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024527,Arora/ Domkundwar,Power Plant Engineering,,Dhanpat Rai,2004,,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,250,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024528,Arora/ Domkundwar,Power Plant Engineering,,Dhanpat Rai,2004,,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,250,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024529,Soni/ Gupta/ Bhathagar/ Chakrabarti,Power System Engineering,,Dhanpat Rai,2005,1015,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,260,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024530,Soni/ Gupta/ Bhathagar/ Chakrabarti,Power System Engineering,,Dhanpat Rai,2005,1015,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,260,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024531,Soni/ Gupta/ Bhathagar/ Chakrabarti,Power System Engineering,,Dhanpat Rai,2005,1015,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,260,INR,2/26/2005,490,BK,General Section,NFIC,U.B.D,
ST024532,Mccabe/ Harriot T.,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,1014,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024533,Mccabe/ Harriot T.,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024534,Mccabe/ Harriot T.,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024535,Mccabe/ Harriot T.,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024536,Mccabe/ Harriot T.,Unit Operations of Chemical Engineering.,,McGraw Hill,2001,1114,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,1014,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024537,Gupta O.P.,"Elements of Fuels, Furnaces & Refactories",,Khanna Publisher,2005,1008,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,275,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024538,Gupta O.P.,"Elements of Fuels, Furnaces & Refactories",,Khanna Publisher,2005,1008,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,275,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024539,Gupta O.P.,"Elements of Fuels, Furnaces & Refactories",,Khanna Publisher,2005,1008,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,275,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024540,Gupta O.P.,"Elements of Fuels, Furnaces & Refactories",,Khanna Publisher,2005,1008,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,275,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024541,Gupta O.P.,"Elements of Fuels, Furnaces & Refactories",,Khanna Publisher,2005,1008,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,275,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024542,Gupta O.P.,"Elements of Fuels, Furnaces & Refactories",,Khanna Publisher,2005,1008,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,275,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024543,Gupta O.P.,"Elements of Fuels, Furnaces & Refactories",,Khanna Publisher,2005,1008,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,275,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024544,Gupta O.P.,"Elements of Fuels, Furnaces & Refactories",,Khanna Publisher,2005,1008,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,275,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024545,Jain A.K.,Fluid Mechanics,,Khanna Publisher,2004,991,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,260,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024546,Jain A.K.,Fluid Mechanics,,Khanna Publisher,2004,991,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,260,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024547,Mickley HS,Applied Science Mathematics in Chemical Engineering,,McGraw Hill,2001,413,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,195,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024548,Mickley HS,Applied Science Mathematics in Chemical Engineering,,McGraw Hill,2001,413,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,195,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024549,Mickley HS,Applied Science Mathematics in Chemical Engineering,,McGraw Hill,2001,413,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,195,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024550,Mickley HS,Applied Science Mathematics in Chemical Engineering,,McGraw Hill,2001,413,660,eng,STSCGRANT,STSCGRANT,Chemical Engineering,195,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024551,Bhatt N.D.,Engineering Drawing,,Charatar,2004,600,620.1,eng,STSCGRANT,STSCGRANT,Chemical Engineering,195,INR,2/26/2005,491,BK,General Section,NFIC,U.B.D,
ST024552,Bhatt N.D.,Engineering Drawing,,Charatar,2004,600,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,125,INR,2/28/2005,2509,BK,General Section,NFIC,APS,
ST024553,Bhatt N.D.,Engineering Drawing,,Charatar,2004,600,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,125,INR,2/28/2005,2509,BK,General Section,NFIC,APS,
ST024554,Bhatt N.D.,Engineering Drawing,,Charatar,2004,600,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,125,INR,2/28/2005,2509,BK,General Section,NFIC,APS,
ST024555,Bhatt N.D.,Engineering Drawing,,Charatar,2004,600,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,125,INR,2/28/2005,2509,BK,General Section,NFIC,APS,
ST024556,Rao P.N.,Manufacturing Technology (Metal Cutting),,McGraw Hill,2004,440,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,185,INR,2/28/2005,2509,BK,General Section,NFIC,APS,
ST024557,Rao P.N.,Manufacturing Technology (Metal Cutting),,McGraw Hill,2004,440,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,185,INR,2/28/2005,2509,BK,General Section,NFIC,APS,
ST024558,Rao P.N.,Manufacturing Technology (Welding),,McGraw Hill,2004,440,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,195,INR,2/28/2005,2509,BK,General Section,NFIC,APS,
