952$p,100$a,245$a,250$a,260$b,260$c,300$a,082$a,041$h,952$a,952$b,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
SC016001,Heino,Principles of Metal Casting,,Tata McGraw Hill,2005,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016002,Heino,Principles of Metal Casting,,Tata McGraw Hill,2005,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016003,Heino,Principles of Metal Casting,,Tata McGraw Hill,2005,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016004,Heino,Principles of Metal Casting,,Tata McGraw Hill,2005,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016005,"Campbell, J.S.",Principles of Manufactruing Materials and Processes,,Tata McGraw Hill,2004,674,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016006,"Campbell, J.S.",Principles of Manufactruing Materials and Processes,,Tata McGraw Hill,2004,674,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016007,"Campbell, J.S.",Principles of Manufactruing Materials and Processes,,Tata McGraw Hill,2004,674,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016008,"Campbell, J.S.",Principles of Manufactruing Materials and Processes,,Tata McGraw Hill,2004,674,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016009,"Campbell, J.S.",Principles of Manufactruing Materials and Processes,,Tata McGraw Hill,2004,674,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016010,"Little, Richard L.",Welding and Welding Technology,,Tata McGraw Hill,2005,435,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016011,"Little, Richard L.",Welding and Welding Technology,,Tata McGraw Hill,2005,435,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016012,"Little, Richard L.",Welding and Welding Technology,,Tata McGraw Hill,2005,435,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016013,"Little, Richard L.",Welding and Welding Technology,,Tata McGraw Hill,2005,435,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016014,"Little, Richard L.",Welding and Welding Technology,,Tata McGraw Hill,2005,435,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016015,HMT,Production Technology,,Tata McGraw Hill,2005,870,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016016,HMT,Production Technology,,Tata McGraw Hill,2005,870,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016017,HMT,Production Technology,,Tata McGraw Hill,2005,870,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016018,HMT,Production Technology,,Tata McGraw Hill,2005,870,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016019,HMT,Production Technology,,Tata McGraw Hill,2005,870,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016020,"Donaldson, Cyril",Tool Design,,Tata McGraw Hill,2005,979,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016021,"Donaldson, Cyril",Tool Design,,Tata McGraw Hill,2005,979,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016022,"Donaldson, Cyril",Tool Design,,Tata McGraw Hill,2005,979,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016023,"Donaldson, Cyril",Tool Design,,Tata McGraw Hill,2005,979,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016024,"Donaldson, Cyril",Tool Design,,Tata McGraw Hill,2005,979,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016025,"Mehta, N.K.",Machine Tool Decision and Numerical Control,,Tata McGraw Hill,2005,514,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,215,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016026,"Mehta, N.K.",Machine Tool Decision and Numerical Control,,Tata McGraw Hill,2005,514,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,215,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016027,"Mehta, N.K.",Machine Tool Decision and Numerical Control,,Tata McGraw Hill,2005,514,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,215,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016028,"Mittal, R.K.",Robotics and Control,,Tata McGraw Hill,2003,487,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,235,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016029,"Mittal, R.K.",Robotics and Control,,Tata McGraw Hill,2003,487,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,235,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016030,"Mittal, R.K.",Robotics and Control,,Tata McGraw Hill,2003,487,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,235,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016031,"Mittal, R.K.",Robotics and Control,,Tata McGraw Hill,2003,487,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,235,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016032,"Mittal, R.K.",Robotics and Control,,Tata McGraw Hill,2003,487,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,235,INR,26/09/2005,8970,BK,General Section,NFIC,PBC,
SC016033,"Alciatone, David G.",Introduction to Mechatronics,,Tata McGraw Hill,2005,466,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,299,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016034,"Alciatone, David G.",Introduction to Mechatronics,,Tata McGraw Hill,2005,466,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,299,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016035,"Alciatone, David G.",Introduction to Mechatronics,,Tata McGraw Hill,2005,466,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,299,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016036,"Alciatone, David G.",Introduction to Mechatronics,,Tata McGraw Hill,2005,466,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,299,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016037,"Alciatone, David G.",Introduction to Mechatronics,,Tata McGraw Hill,2005,466,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,299,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016038,"Sethi, H.M.",Automotive Technology,,Tata McGraw Hill,2003,316,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,150,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016039,"Sethi, H.M.",Automotive Technology,,Tata McGraw Hill,2003,316,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,150,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016040,"Sethi, H.M.",Automotive Technology,,Tata McGraw Hill,2003,316,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,150,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016041,"Jain, K.K.",Automobile Engineering,,Tata McGraw Hill,2005,509,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016042,"Jain, K.K.",Automobile Engineering,,Tata McGraw Hill,2005,509,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016043,"Jain, K.K.",Automobile Engineering,,Tata McGraw Hill,2005,509,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016044,"Jain, K.K.",Automobile Engineering,,Tata McGraw Hill,2005,509,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016045,"Jain, K.K.",Automobile Engineering,,Tata McGraw Hill,2005,509,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016046,Hiller,Introduction to Operation Research,,Tata McGraw Hill,2005,1214,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016047,Hiller,Introduction to Operation Research,,Tata McGraw Hill,2005,1214,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016048,Hiller,Introduction to Operation Research,,Tata McGraw Hill,2005,1214,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016049,Hiller,Introduction to Operation Research,,Tata McGraw Hill,2005,1214,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016050,Hiller,Introduction to Operation Research,,Tata McGraw Hill,2005,1214,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,550,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016051,Vallman,Manufacturing Planning and Control,,Tata McGraw Hill,2005,712,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016052,Vallman,Manufacturing Planning and Control,,Tata McGraw Hill,2005,712,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016053,Vallman,Manufacturing Planning and Control,,Tata McGraw Hill,2005,712,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016054,Vallman,Manufacturing Planning and Control,,Tata McGraw Hill,2005,712,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016055,Vallman,Manufacturing Planning and Control,,Tata McGraw Hill,2005,712,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016056,"Monks, Joseph G.",Operations Management,,Tata McGraw Hill,2004,429,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016057,"Bansal, R.K.",Fluid Mechanics and Hydraulic Machines,,Laxmi Publication,2005,1093,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,360,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016058,"Bansal, R.K.",Fluid Mechanics and Hydraulic Machines,,Laxmi Publication,2005,1093,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,360,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016059,"Bansal, R.K.",Fluid Mechanics and Hydraulic Machines,,Laxmi Publication,2005,1093,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,360,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016060,"Bansal, R.K.",Fluid Mechanics and Hydraulic Machines,,Laxmi Publication,2005,1093,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,360,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016061,"Bansal, R.K.",Fluid Mechanics and Hydraulic Machines,,Laxmi Publication,2005,1093,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,360,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016062,Rajput R.K.,Heat and Thermodynamics,,S.chand,2006,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016063,Rajput R.K.,Heat and Thermodynamics,,S.chand,2006,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016064,Rajput R.K.,Heat and Thermodynamics,,S.chand,2006,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016065,Rajput R.K.,Heat and Thermodynamics,,S.chand,2006,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016066,Rajput R.K.,Heat and Thermodynamics,,S.chand,2006,864,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016067,"Yadav, R.",Thermodynamics and Heat Engines,,CPH,2002,734,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016068,"Yadav, R.",Thermodynamics and Heat Engines,,CPH,2002,734,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016069,"Yadav, R.",Thermodynamics and Heat Engines,,CPH,2002,734,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016070,"Yadav, R.",Thermodynamics and Heat Engines,,CPH,2002,734,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016071,"Yadav, R.",Thermodynamics and Heat Engines,,CPH,2002,734,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016072,"Yadav, R.",Thermodynamics and Heat Engines,,CPH,2002,734,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016073,"Yadav, R.",Thermodynamics and Heat Engines,,CPH,2002,734,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016074,"Yadav, R.",Thermodynamics and Heat Engines,,CPH,2002,734,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,200,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016075,Omura,AUTOCAD,,BPB,2002,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,499,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016076,Omura,AUTOCAD,,BPB,2002,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,499,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016077,Omura,AUTOCAD,,BPB,2002,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,499,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016078,Omura,AUTOCAD,,BPB,2002,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,499,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016079,Omura,AUTOCAD,,BPB,2002,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,499,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016080,"Khanna Publication , O.P.",Production Technology-I,,Dhanpat Rai,2005,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,170,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016081,"Khanna Publication , O.P.",Production Technology-I,,Dhanpat Rai,2005,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,170,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016082,"Khanna Publication , O.P.",Production Technology-II,,Dhanpat Rai,2005,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,190,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016083,"Khanna Publication , O.P.",Production Technology-II,,Dhanpat Rai,2005,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,190,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016084,"Krajeuski, Lee J.",Operations Management,,Dhanpat Rai,2005,882,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,360,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016085,"Krajeuski, Lee J.",Operations Management,,Dhanpat Rai,2005,882,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,360,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016086,"Krajeuski, Lee J.",Operations Management,,Dhanpat Rai,2005,882,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,360,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016087,Rajput R.K.,Thermal Engineering,,Laxmi Publication,2006,1671,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,545,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016088,Rajput R.K.,Thermal Engineering,,Laxmi Publication,2006,1671,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,545,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016089,Rajput R.K.,Thermal Engineering,,Laxmi Publication,2006,1671,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,545,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016090,Rajput R.K.,Thermal Engineering,,Laxmi Publication,2006,1671,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,545,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016091,Rajput R.K.,Thermal Engineering,,Laxmi Publication,2006,1671,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,545,INR,27/09/2005,8976,BK,General Section,NFIC,PBC,
SC016092,"Deb,S.R.",Robotics Technology and Flexible Automation,,Tata McGraw Hill,2005,423,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016093,"Deb,S.R.",Robotics Technology and Flexible Automation,,Tata McGraw Hill,2005,423,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016094,"Deb,S.R.",Robotics Technology and Flexible Automation,,Tata McGraw Hill,2005,423,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016095,"Deb,S.R.",Robotics Technology and Flexible Automation,,Tata McGraw Hill,2005,423,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016096,"Deb,S.R.",Robotics Technology and Flexible Automation,,Tata McGraw Hill,2005,423,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016097,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,858,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016098,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,858,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016099,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,858,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016100,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,858,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016101,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,858,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016102,"Rattan, S.S.",Theory of Machines,,Tata McGraw Hill,2005,858,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016103,"Rattan, S.S.",Theory of Machines,,Tata McGraw Hill,2005,835,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016104,"Rattan, S.S.",Theory of Machines,,Tata McGraw Hill,2005,835,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016105,"Rattan, S.S.",Theory of Machines,,Tata McGraw Hill,2005,835,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016106,"Rattan, S.S.",Theory of Machines,,Tata McGraw Hill,2005,835,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016107,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016108,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016109,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016110,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016111,"Nortan,Robort",Design of Machinery,,Tata McGraw Hill,2005,1272,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,350,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016112,"Bhandari, V.B.",Design of Machine Elements,,Tata McGraw Hill,2005,753,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016113,"Bhandari, V.B.",Design of Machine Elements,,Tata McGraw Hill,2005,753,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016114,"Bhandari, V.B.",Design of Machine Elements,,Tata McGraw Hill,2005,753,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016115,"Bhandari, V.B.",Design of Machine Elements,,Tata McGraw Hill,2005,753,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016116,"Bhandari, V.B.",Design of Machine Elements,,Tata McGraw Hill,2005,753,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016117,"Kulkarani, S.G.",Machine Design,,Tata McGraw Hill,2005,399,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,175,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016118,"Kulkarani, S.G.",Machine Design,,Schaum Tata McGraw Hill,2005,399,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,175,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
SC016119,"Kulkarani, S.G.",Machine Design,,Schaum Tata McGraw Hill,2005,399,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,175,INR,26/09/2005,8971,BK,General Section,NFIC,PBC,
